id,nationalPhoneNumber,formattedAddress,rating,websiteUri,regularOpeningHours,displayName,primaryType,editorialSummary,reviews
ChIJybVAu900K4gRAyx0LHXMRN4,(416) 929-4900,"492 Queen St W, Toronto, ON M5V 2B2, Canada",4.5,http://www.lapalette.ca/,"['Monday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: Closed', 'Wednesday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM']",La Palette,french_restaurant,"Relaxed French bistro with an open kitchen, serving classic dishes alongside long wine & beer lists.","This restaurant offers a delightful dining experience with a menu that features a range of well-prepared dishes. For dinner, diners can indulge in the chef's special pork, served medium rare, and highly praised for its outstanding flavor despite being slightly salty. The horse steak, noted for its unique nutty and aromatic taste, is a must-try, while the steak frites stands out for its tender meat and delicious ramp butter topping. Vegetarian options such as the saffron risotto received mixed reviews; some guests found it overly salty, although others enjoyed the lovely presentation and texture. Duck confit, noted for its crisp skin and tender meat, paired beautifully with flavorful couscous. The salmon and steak tartare were also well received, with careful seasoning enhancing their flavors. The restaurant’s ambience is romantic and inviting, making it a great spot for special occasions, and the attentive, knowledgeable service adds to the overall positive experience. Overall, this venue seems perfect for a memorable brunch or dinner outing, especially for those who appreciate a good wine pairing alongside their meal."
ChIJ__8vON40K4gRRd3idGljjUo,(416) 479-4414,"642 King St W Suite 102, Toronto, ON M5V 1M7, Canada",4.1,http://www.lapinoubistro.com/,"['Monday: Closed', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200911:00\u202fPM', 'Friday: 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",Lapinou,french_restaurant,Roomy bistro with exposed-brick walls & wooden rafters serving French fare for dinner & brunch.,"This restaurant is characterized by a charming ambiance and a diverse menu that caters to large groups with set options. Diners have praised the delightful bread with strawberry jam and cheese, as well as the fresh oysters with a pesto-like dressing. However, some reviews indicate disappointment with certain main dishes, such as the pasta being served cold and the portion sizes being unexpectedly small, particularly the $10 side of fries that only included 15 pieces. Highlights included the Caesar salad with its addictive dressing and crispy breadcrumbs, along with the well-executed agnolotti. Guests also highly recommend the butter tart dessert, which features a light banana mousse over ice cream, proving to be a star attraction. Despite mixed experiences with the entrée flavors and portion sizes, most reviewers agree that the friendly service and pleasant restaurant atmosphere make it a worthwhile choice for brunch or dinner outings. Guests have mentioned that the outdoor patio would be a nice spot to enjoy a meal, especially during warmer months. Overall, it's a decent place to visit, though expectations for value and portion sizes should be managed."
ChIJayUCHP00K4gRWtC0e_uetvc,(416) 533-5454,"924 Queen St W, Toronto, ON M6J 1G6, Canada",4.4,http://www.bistro-jules.com/,"['Monday: 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u2009–\u20099:00\u202fPM']",Jules Bistro,french_restaurant,"Simple Southern French cuisine served in an unassuming setting, with a 3-course fixed-price menu.","At this French restaurant, diners have experienced a range of opinions with some dishes shining and others falling short. Notably, the steak, which was ordered medium rare, often arrived overcooked, drawing frustration from customers. The octopus, while praised for its flavor, was criticized for its small portion size relative to its steep price of $27. On a more positive note, many enjoyed the escargot, as well as the côte de boeuf, which was well-seasoned and sufficient for two, paired with ample sides including salads and fries. The outdoor patio offered an intimate dining experience, contributing to the ambiance, even if the tables were cramped. However, service consistency was highlighted as a plus, despite occasional delays in food and bill delivery. While some appreciated the full flavors of dishes like the French onion soup, others felt that the overall dining experience did not justify a return visit, citing salty preparations and disappointing service. Overall, the restaurant seems to hold a mix of potential and pitfalls, particularly during busy times like Tuesdays."
ChIJryijc9s0K4gRG9aU7SDTXdA,(416) 260-2222,"163 Spadina Ave., Toronto, ON M5V 2L6, Canada",4.6,https://alorestaurant.com/,"['Monday: Closed', 'Tuesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']",Alo,french_restaurant,"French tasting menu served in stylish, serene surrounds atop a Victorian building.","At this esteemed restaurant, guests often rave about the magical experience provided by the thoughtfully curated tasting menu, which includes a delightful variety of French and Japanese flavors. During dinner, patrons can enjoy an impressive selection of dishes, highlighted by exceptional dining rolls and exquisite desserts that are beautifully presented. Many reviewers appreciate the attentive service from the knowledgeable staff, noting the professionalism of both the servers and sommeliers. While the tasting menu has recently been streamlined from nine courses to seven, diners find this change enhances their overall experience, leaving them feeling satisfied rather than overwhelmed. Special touches, such as complimentary desserts like melon sorbet and strawberry chocolate cake, make celebrations like birthdays and anniversaries even more memorable. However, some guests have pointed out issues with the restaurant's decor, particularly the outdated seating, which detracts from the otherwise luxurious ambiance expected at a Michelin-star establishment. Overall, the restaurant is highly recommended for those looking for a refined dining opportunity, but there is a call for improvements to maintain its esteemed reputation."
ChIJExWo6gU1K4gRhOu3eP6Hlfg,(416) 628-3586,"798 Bloor St W, Toronto, ON M6G 1L9, Canada",4.6,http://www.chanteclerto.com/,"['Monday: 5:00\u2009–\u200911:00\u202fPM', 'Tuesday: 5:00\u2009–\u200911:00\u202fPM', 'Wednesday: 5:00\u2009–\u200911:00\u202fPM', 'Thursday: 5:00\u2009–\u200911:00\u202fPM', 'Friday: 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']",Chantecler,french_restaurant,,"Chantacler is a charming French restaurant in downtown Toronto that offers a delightful dining experience for both dinner and brunch. Dinner highlights include savory scallops and potatoes, classic steak tartare enriched with hot sauce, and a must-try half duck that boasts crispy skin and tender meat. The koji-aged heritage pork received mixed feelings due to its fattiness, while the buttermilk ice cream served as a refreshing finish. For brunch, diners rave about the Mushroom and Kale Benedict, French Toast, and the delightful oysters with champagne mignonette, which are available at an irresistible price on weekends. The atmosphere is lively, enhanced by a DJ, though noise levels can vary. Service is generally warm and attentive, though some dishes are served a bit slowly, which adds to the leisure of the dining experience. Overall, Chantacler is recommended for anyone seeking high-quality food and a pleasant ambiance."
ChIJh5mggK80K4gRoaWolgbJqXc,(416) 926-1010,"1158 Yonge St, Toronto, ON M4W 2L9, Canada",4.5,http://www.sorrelrestaurant.ca/,"['Monday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 4:00\u2009–\u200910:30\u202fPM', 'Saturday: 4:00\u2009–\u200910:30\u202fPM', 'Sunday: Closed']",Sorrel,french_restaurant,Sophisticated restaurant serving a French-Mediterranean menu & an extensive wine list.,"Sorrel offers a sophisticated dining experience that has received mixed reviews from patrons. Guests have praised the impeccable service, especially highlighting the attentiveness of staff members like Barry, which contributed to a memorable visit. The seafood linguine and carpaccio were noted as standout dishes for their exquisite presentation and flavor, while others enjoyed the steak frites and veal scallopini. However, not all experiences were positive; some diners encountered issues with bland dishes, including a veal special that contained plastic, and others noted long wait times, which left them disappointed. Despite some underwhelming elements, such as dessert options like affogato and bread pudding, many reviews emphasized the upscale atmosphere and professionalism of the staff. Overall, while Sorrel is recommended for its delicious food and great drinks, some guests advised caution regarding specific menu items and service consistency."
ChIJwUkavy3L1IkRnnfj9u2Rr8Q,(416) 860-0086,"2 Front St E, Toronto, ON M5E 1G4, Canada",4.3,http://www.biffsbistro.com/,"['Monday: Closed', 'Tuesday: 4:00\u2009–\u200910:00\u202fPM', 'Wednesday: 4:00\u2009–\u200910:00\u202fPM', 'Thursday: 4:00\u2009–\u200910:00\u202fPM', 'Friday: 4:00\u2009–\u200911:00\u202fPM', 'Saturday: 4:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",Biff's Bistro,restaurant,Relaxed restaurant with a patio serving classic French fare plus an extensive wine list.,"This restaurant offers a vibrant atmosphere paired with friendly service, making it a delightful spot for meals like brunch and dinner. Many reviewers rave about the French onion soup, describing it as the best they've ever had, with perfectly caramelized onions and a superb broth that's not overly salty. For entrées, the Coq au vin is praised for its rich flavor, while the trout is noted for its refreshing citrus notes. However, some dishes like ratatouille and raw oysters received mixed reviews, with the latter lacking in flavor. The prix fixe menu at Biff’s bistro for $58 includes generous portions of classic options like Caesar salad, braised chicken, and seared salmon, along with delectable desserts like Basque cheesecake. Diners also appreciate happy hour specials, such as $2 oysters with wine purchases. Overall, the restaurant combines great food, attentive staff, and a warm environment, making it a favored choice for celebrations and casual dining alike."
ChIJWaKhqP40K4gR-IAHS0mGZvk,(416) 532-2333,"130 Ossington Ave, Toronto, ON M6J 2Z5, Canada",4.4,http://www.cotedeboeuf.ca/,"['Monday: 12:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM']",Côte de Bœuf,french_restaurant,"Small, warm stop for farm-sourced meats, French-inspired cheeses plus oysters, wine & beer.","This cozy French restaurant is perfect for a relaxed dining experience, offering a limited menu that showcases high-quality ingredients. The standout dish is the highly praised beef tartare, which comes beautifully paired with duck fat toast. Steaks are another highlight, with reviewers noting their delicious preparation, although some find them average in quality. The heirloom tomatoes and scallops with butter-grilled bread provide fresh flavors and are a nice complement to the meat dishes. Dining here is best enjoyed with small groups, as the space is quite intimate and small, enhancing the cozy vibe but making reservations imperative for dinner. While the sourdough bread served with some dishes was criticized for being too greasy and burnt, the overall service has been described as attentive and friendly. The addition of unique drinks such as Mexican Coke adds a fun touch to the experience. However, diners should be mindful of outdoor wasps if they choose to sit on the patio. Overall, this restaurant promises a memorable meal for anyone looking to savor French cuisine."
ChIJgz6x2fw0K4gRZWyl1ukVe_w,(416) 536-4440,"892 Queen St W, Toronto, ON M6J 1G3, Canada",4.5,http://www.leswan.ca/,"['Monday: 5:00\u2009–\u200911:00\u202fPM', 'Tuesday: 5:00\u2009–\u200911:00\u202fPM', 'Wednesday: 5:00\u2009–\u200911:00\u202fPM', 'Thursday: 5:00\u2009–\u200911:00\u202fPM', 'Friday: 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u2009–\u200911:00\u202fPM', 'Sunday: 5:00\u2009–\u200911:00\u202fPM']",Le Swan,restaurant,Handsome art-deco style French diner offering bistro classics & comfort fare plus wine & cocktails.,"At this cozy restaurant, guests can enjoy a delightful dining experience with a menu featuring hearty French comfort foods. Favorites include the tender steak frites, flavorful tuna melt, and juicy fried chicken, which is accompanied by a tasty fennel coleslaw. The fondue for two serves as a fantastic appetizer, and the steak tartare consistently impresses patrons with its high-quality preparation. While the roasted chicken platter is also highly recommended for its juiciness, some diners find the Niçoise salad a little too sour. The atmosphere is warmly inviting, reminiscent of a rich friend's home, perfect for a date night. Although prices are on the higher side, around $90 per person including wine, the sweet ending of bananas foster is definitely worth saving room for. Overall, with accommodating service and a simple yet elegant ambiance, this restaurant is a must-visit for those seeking a memorable dinner or brunch experience."
ChIJC75LDlozK4gRtDiwj1t5ocw,(416) 924-8132,"1251 Yonge St, Toronto, ON M4T 1W6, Canada",4.4,https://www.brownesbistro.com/,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u2009–\u200910:00\u202fPM']",Brownes Bistro,french_restaurant,"Pasta, pizza & French-inspired mains, plus a full wine list, in a refined oak-paneled space.","Brownes Bistro offers a delightful dining experience that combines a cozy atmosphere with high-quality dishes, making it a notable choice for a meal. Guests have praised the rack of lamb and the indulgent angel hair pasta, which many recommend not sharing, alongside mussels served in a flavorful curry broth that have become a highlight. The grilled calamari has also garnered appreciation, showcasing the restaurant's knack for seafood. While some diners have reported slower service during peak times, the overall experience has been described as enjoyable, with friendly and attentive staff contributing to a memorable evening. Reviewers commend the steak frites for their perfect preparation, reinforcing the restaurant's reputation for exceptional food. Prices are viewed as reasonable for bistro-style dining, making it accessible for gatherings among friends. Although some critics noted minor issues, such as cold bread and a dim ambiance, the majority of feedback indicates overall satisfaction. Whether for a casual brunch or a special dinner, Brownes Bistro stands out as a gastronomic gem in Rosedale."
ChIJOSe7hX80K4gRM8SUYr3GdfQ,(416) 658-7874,"740 St Clair Ave W, Toronto, ON M6C 1B3, Canada",4.1,http://www.therushton.com/index.php,"['Monday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: Closed']",The Rushton,french_restaurant,Relaxed restaurant & bar serving a la carte & fixed-price French menus in chic surroundings.,"Rushton on St. Clair Ave West is a charming restaurant known for its vibrant atmosphere and outstanding food, making it a notable choice for dinner or brunch. Diners rave about the Maple Shrimp, Sear Scallops, and delicious fish dishes, emphasizing the generous portion sizes. While many enjoy the mussels and fries as well as the succulent lamb, some find the steak less appealing. The well-curated wine selection accompanies the meals effectively, enhancing the overall dining experience. However, a few customers have pointed out issues with the restaurant's cutlery and worn chairs, which seem at odds with its otherwise high reputation. Despite these minor complaints, the service remains warm and attentive, contributing to a homey feel. Overall, Rushton offers a memorable culinary experience with a great variety of flavors worth exploring."
ChIJ3-gXrtA0K4gRIjDscfiuerk,(416) 883-3431,"30 Mercer St, Toronto, ON M5V 3C6, Canada",4.3,http://www.victorrestaurant.com/,"['Monday: Closed', 'Tuesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 4:00\u2009–\u200911:00\u202fAM']",Victor Restaurant,french_restaurant,"Stylish spot in the Hotel Le Germain, with an upmarket menu inspired by Toronto's diversity.","Le Germain offers a calm and relaxing dining experience, highlighted by excellent service and a chic ambiance. The menu features dishes such as Icelandic cod, duck magret, and duck with flavorful polenta, all of which contribute to a pleasant dinner atmosphere. While the food is considered good, some diners feel it is slightly overpriced compared to similar offerings in the area. However, the freshness of ingredients, like the asparagus and the well-prepared gnocchi, received high praise. Guests enjoyed a special lamb dish along with a variety of desserts, all enhancing the overall dining experience. The decor is classy, making it ideal for unwinding away from the city's hustle. Despite a few critiques, particularly about limited wine selections, the courteous staff and lovely setting have led to many patrons expressing a desire to return. Overall, Le Germain provides a sophisticated dining option with a taste of modern French cuisine."
ChIJWWtTba80K4gRcxZ_EMWjLTg,(416) 963-6000,"60 Yorkville Ave, Toronto, ON M4W 0A4, Canada",4.4,https://www.cafeboulud.com/toronto/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-tfy-fab-mid-seo-na&utm_content=na-na&utm_term=na,"['Monday: 7:00\u2009–\u200911:00\u202fAM, 11:45\u202fAM\u2009–\u20092:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u2009–\u200911:00\u202fAM, 11:45\u202fAM\u2009–\u20092:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u2009–\u200911:00\u202fAM, 11:45\u202fAM\u2009–\u20092:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u2009–\u200911:00\u202fAM, 11:45\u202fAM\u2009–\u20092:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u2009–\u200911:00\u202fAM, 11:45\u202fAM\u2009–\u20092:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u2009–\u200911:00\u202fAM, 11:30\u202fAM\u2009–\u20092:30\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u2009–\u200911:00\u202fAM, 11:30\u202fAM\u2009–\u20092:30\u202fPM']",Café Boulud,french_restaurant,Daniel Boulud's retooled French brasserie boasts a vintage feel & dishes like rotisserie chicken.,"This restaurant offers an exceptional dining experience for brunch, dinner, or special occasions. Guests have praised dishes such as the steak and eggs, which are considered the best they've ever had, and the short ribs. The tasting menu is a standout feature, featuring courses like octopus carpaccio, foie gras with brioche, and canard rotisserie, all complemented by excellent wine pairings. Reviewers have enjoyed the warm ambiance and attentive service, emphasizing how staff went above and beyond, especially for anniversaries and special celebrations with complimentary desserts. French culinary delights, including beef tartare and French onion soup, have also received rave reviews. The dessert options, particularly the dessert boards with items like warm madeleines and chocolate domes, have been described as beautiful and delicious. Overall, visitors find the food to be beautifully presented, with generous portions that justify the price, making it a recommended destination for anyone seeking a charming and fulfilling dining experience."
ChIJ89I_asY0K4gRoj7jnhjsnJw,(416) 596-2397,"24 Baldwin St, Toronto, ON M5T 1L1, Canada",3.9,,"['Monday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u200910:00\u202fPM']",Cafe La Gaffe,french_restaurant,"Cozy, colourful bistro featuring a bohemian vibe, French cuisine & a lengthy wine list.","At this charming restaurant, diners can enjoy a variety of French dishes across different meals. The carrot and ginger soup has garnered praise for its taste, while the fish, mushroom, and mashed potatoes received compliments for being well-cooked. However, some reviews pointed out inconsistencies with certain items; for instance, the crème brûlée was described as disappointing, either too watery or not what was expected. Café de la Gag offers appealing appetizers like escargots and mussels, noted for their generous portions and affordability. Although the seafood fettuccine was criticized for sandy mussels and missing scallops, other offerings like the rack of lamb were deemed superbly cooked. The wine selection, particularly the Cabernet Merlot from Chile, has also impressed guests. While the atmosphere and service were generally regarded positively, several reviewers mentioned lapses in attentiveness from the staff. Overall, the restaurant is praised for its delicious food and welcoming environment, making it a place worth visiting again to explore more of the menu."
ChIJ55X2Ews1K4gRZB1JcQIQ0M4,(416) 860-6800,"145 Richmond St W, Toronto, ON M5H 2L2, Canada",4.4,https://www.frenchytoronto.com/,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",Frenchy Bar et Brasserie,french_restaurant,,"Frenchy, a charming restaurant located in the Hilton Downtown Toronto, offers an exceptional dining experience that leaves guests raving about the delicious food and attentive service. Diners have highlighted the delightful breakfast options, particularly the oversized croissant, and praised the remarkable flavors of the dishes. The restaurant exudes a cozy yet elegant atmosphere, making it a perfect spot for a girl’s night out while providing relief from loud music and cramped seating. Guests have enjoyed a variety of drinks, with favorites including the French 75, though some found the espresso martini overly sweet. Despite a minor mishap involving broken glass, patrons felt that the quality of the dishes and the warmth of the staff, particularly standout servers like Peter and Cemarcia, made the visit memorable. While some reviews noted that the food can be a tad salty, the overall consensus is that the meal experience is well worth the slightly higher prices. Many reviewers expressed a strong desire to return and explore more of the menu, indicating a high level of satisfaction with both the cuisine and the ambiance."
ChIJLQdMchHL1IkR9Lzaxd8qoH8,(647) 943-1676,"592 Sherbourne St, Toronto, ON M4X 1L4, Canada",4.4,http://www.maisonselby.com/,"['Monday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:30\u202fPM']",Maison Selby,restaurant,"Upmarket French bistro fare & craft cocktails presented in a sophisticated, historical setting.","Maison Selby offers a delightful experience for brunch, featuring a charming atmosphere in a converted house and quick, attentive service. Guests have enjoyed dishes like the Crepe Madame, paired with a refreshing pineapple mimosa. Another reviewer recounted their Summerlicious dinner, where they sampled French specialties such as ratatouille and tarte au sucre, although the steak and overly salty main dish were disappointments. Appetizers were deemed basic, but the desserts, including creme brulee and mixed berry clafoutis, received positive remarks. While the decor exuded charm with lit candles, some found the seating a bit cramped, affecting the overall atmosphere, especially when crowded. Service experiences varied, with some guests noting disorganization among staff initially, but a standout server ultimately provided excellent assistance. Despite mixed feelings about certain menu items, the ambiance and presentation of the food were appreciated. Overall, the restaurant seems worth a visit for those seeking a cozy yet upscale dining experience."
ChIJnbEsOqU0K4gR7gwYqcHb1gI,(647) 352-8111,"1118 Yonge St, Toronto, ON M4W 2L6, Canada",4.0,http://www.carensrosedale.com/,"['Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u200910:00\u202fPM']",Carens Rosedale,french_restaurant,"Chic bistro with banquettes & piano music serving French fare, plus cheese, wine & craft cocktails.","Carens is a charming restaurant in Toronto that offers a cozy ambiance and excellent service, making it a great spot for dinner or a special occasion. Diners rave about their Chorizo Mac and Cheese, both varieties of Cheese Fondue, and the perfectly cooked Steak Frites, which are well-seasoned and crunchy. The French Onion Soup has earned high praise, with some claiming it to be the best they’ve tasted. However, not every dish has received glowing reviews; the Duck Confit and Mushroom Risotto was described as decent but not memorable, and some patrons felt the portion sizes did not justify the price. Meanwhile, the flourless chocolate torte and apple tarte tatin have received mixed feedback, with some expressing disappointment in their density and overall presentation. The atmosphere is heightened by a live piano performance on certain nights, enhancing the dining experience. Overall, with a few standout dishes and an inviting environment, many guests express a desire to return and explore more of the menu."
ChIJ--SFklE0K4gRwPHFpNPlMHw,(416) 534-8800,"1600 Dundas St W, Toronto, ON M6K 1T8, Canada",4.7,http://www.lebaratin.ca/,"['Monday: 5:30\u2009–\u200910:00\u202fPM', 'Tuesday: 5:30\u2009–\u200910:00\u202fPM', 'Wednesday: 5:30\u2009–\u200910:00\u202fPM', 'Thursday: 5:30\u2009–\u200910:00\u202fPM', 'Friday: 5:30\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",Le Baratin,french_restaurant,Modern meets rustic-chic at this spot serving locally sourced eclectic small plates & charcuterie.,"This charming French restaurant in downtown Toronto offers an excellent selection of dishes at surprisingly affordable prices, making it a delightful spot for dinner. Guests rave about the swordfish special and the crispy yet juicy duck leg served with a flavorful red wine sauce, while the ratatouille also receives high praise for its burst of flavor. For those dining in pairs, the two-course dinner option allows for a shared appetizer and dessert alongside two main courses, all for a reasonable price of $100. The atmosphere is vibrant and lively, contributing to an enjoyable dining experience. Patrons note that the three-course dinner, priced around $60, showcases the restaurant's commitment to quality without breaking the bank. Although some diners suggested a bit more sauce for the steak, the overall reception is overwhelmingly positive. Additionally, desserts like the light chocolate mousse add a perfect sweet ending to the meal. With attentive service and a cozy vibe, this restaurant comes highly recommended for anyone looking for delectable French cuisine without the hefty price tag."
ChIJYUo7Rjs1K4gR-wKSv6ICuLk,(416) 323-1385,"96 Harbord St, Toronto, ON M5S 1G6, Canada",4.6,http://dreyfustoronto.com/,"['Monday: Closed', 'Tuesday: 5:30\u2009–\u200910:30\u202fPM', 'Wednesday: 5:30\u2009–\u200910:30\u202fPM', 'Thursday: 5:30\u2009–\u200910:30\u202fPM', 'Friday: 5:30\u2009–\u200910:30\u202fPM', 'Saturday: 5:30\u2009–\u200910:30\u202fPM', 'Sunday: Closed']",Dreyfus,french_restaurant,"Set in a brick row house, this snug & stylish French eatery serves homey meals & natural wines.","Dreyfus is an intimate restaurant that comes highly recommended for its exceptional French cuisine, perfect for a delightful dinner experience. The menu features a variety of dishes that are creatively presented and richly flavored. Standout items include the perfectly cooked scallops, innovative potato puffs, and delicate zucchini flowers, which impressed many guests. Notably, the BBQ pork neck and Canadian bluefin tuna belly received rave reviews for their exquisite taste. The menu changes daily, ensuring fresh and unique flavors, and diners can enjoy generous portions, as seen with the cornish hen and lobster ravioli. Desserts like the financier with fresh blueberries, chocolate mousse, and profiteroles have been described as unforgettable. The cocktails, particularly the Tiqueled Pink, add to the experience with their locally sourced ingredients. With attentive service and a charming ambiance reminiscent of Montreal, Dreyfus has captured the hearts of many, making it a top choice for a memorable meal. Reservations are highly recommended due to the cozy atmosphere and high demand."
